work_id,shift_amount,content_npy,style_npy,target_pt
28065,1,content_28065_shift1.npy,style_28065_shift1.npy,target_28065_shift1.pt
28065,-1,content_28065_shift-1.npy,style_28065_shift-1.npy,target_28065_shift-1.pt
28358,0,content_28358_shift0.npy,style_28358_shift0.npy,target_28358_shift0.pt
28358,1,content_28358_shift1.npy,style_28358_shift1.npy,target_28358_shift1.pt
28358,-1,content_28358_shift-1.npy,style_28358_shift-1.npy,target_28358_shift-1.pt
28374,0,content_28374_shift0.npy,style_28374_shift0.npy,target_28374_shift0.pt
28374,1,content_28374_shift1.npy,style_28374_shift1.npy,target_28374_shift1.pt
28374,-1,content_28374_shift-1.npy,style_28374_shift-1.npy,target_28374_shift-1.pt
28397,0,content_28397_shift0.npy,style_28397_shift0.npy,target_28397_shift0.pt
28397,1,content_28397_shift1.npy,style_28397_shift1.npy,target_28397_shift1.pt
28397,-1,content_28397_shift-1.npy,style_28397_shift-1.npy,target_28397_shift-1.pt
28528,0,content_28528_shift0.npy,style_28528_shift0.npy,target_28528_shift0.pt
28528,1,content_28528_shift1.npy,style_28528_shift1.npy,target_28528_shift1.pt
28528,-1,content_28528_shift-1.npy,style_28528_shift-1.npy,target_28528_shift-1.pt
28539,0,content_28539_shift0.npy,style_28539_shift0.npy,target_28539_shift0.pt
28539,1,content_28539_shift1.npy,style_28539_shift1.npy,target_28539_shift1.pt
28539,-1,content_28539_shift-1.npy,style_28539_shift-1.npy,target_28539_shift-1.pt
28545,0,content_28545_shift0.npy,style_28545_shift0.npy,target_28545_shift0.pt
28545,1,content_28545_shift1.npy,style_28545_shift1.npy,target_28545_shift1.pt
28545,-1,content_28545_shift-1.npy,style_28545_shift-1.npy,target_28545_shift-1.pt
28637,0,content_28637_shift0.npy,style_28637_shift0.npy,target_28637_shift0.pt
28637,1,content_28637_shift1.npy,style_28637_shift1.npy,target_28637_shift1.pt
28637,-1,content_28637_shift-1.npy,style_28637_shift-1.npy,target_28637_shift-1.pt
28689,0,content_28689_shift0.npy,style_28689_shift0.npy,target_28689_shift0.pt
28689,1,content_28689_shift1.npy,style_28689_shift1.npy,target_28689_shift1.pt
28689,-1,content_28689_shift-1.npy,style_28689_shift-1.npy,target_28689_shift-1.pt
28695,0,content_28695_shift0.npy,style_28695_shift0.npy,target_28695_shift0.pt
28695,1,content_28695_shift1.npy,style_28695_shift1.npy,target_28695_shift1.pt
28695,-1,content_28695_shift-1.npy,style_28695_shift-1.npy,target_28695_shift-1.pt
28708,0,content_28708_shift0.npy,style_28708_shift0.npy,target_28708_shift0.pt
28708,1,content_28708_shift1.npy,style_28708_shift1.npy,target_28708_shift1.pt
28708,-1,content_28708_shift-1.npy,style_28708_shift-1.npy,target_28708_shift-1.pt
28720,0,content_28720_shift0.npy,style_28720_shift0.npy,target_28720_shift0.pt
28720,1,content_28720_shift1.npy,style_28720_shift1.npy,target_28720_shift1.pt
28720,-1,content_28720_shift-1.npy,style_28720_shift-1.npy,target_28720_shift-1.pt
28761,0,content_28761_shift0.npy,style_28761_shift0.npy,target_28761_shift0.pt
28761,1,content_28761_shift1.npy,style_28761_shift1.npy,target_28761_shift1.pt
28761,-1,content_28761_shift-1.npy,style_28761_shift-1.npy,target_28761_shift-1.pt
28959,0,content_28959_shift0.npy,style_28959_shift0.npy,target_28959_shift0.pt
28959,1,content_28959_shift1.npy,style_28959_shift1.npy,target_28959_shift1.pt
28959,-1,content_28959_shift-1.npy,style_28959_shift-1.npy,target_28959_shift-1.pt
29007,0,content_29007_shift0.npy,style_29007_shift0.npy,target_29007_shift0.pt
29007,1,content_29007_shift1.npy,style_29007_shift1.npy,target_29007_shift1.pt
29007,-1,content_29007_shift-1.npy,style_29007_shift-1.npy,target_29007_shift-1.pt
29160,0,content_29160_shift0.npy,style_29160_shift0.npy,target_29160_shift0.pt
29160,1,content_29160_shift1.npy,style_29160_shift1.npy,target_29160_shift1.pt
29160,-1,content_29160_shift-1.npy,style_29160_shift-1.npy,target_29160_shift-1.pt
29299,0,content_29299_shift0.npy,style_29299_shift0.npy,target_29299_shift0.pt
29299,1,content_29299_shift1.npy,style_29299_shift1.npy,target_29299_shift1.pt
29299,-1,content_29299_shift-1.npy,style_29299_shift-1.npy,target_29299_shift-1.pt
29380,0,content_29380_shift0.npy,style_29380_shift0.npy,target_29380_shift0.pt
29380,1,content_29380_shift1.npy,style_29380_shift1.npy,target_29380_shift1.pt
29380,-1,content_29380_shift-1.npy,style_29380_shift-1.npy,target_29380_shift-1.pt
29768,0,content_29768_shift0.npy,style_29768_shift0.npy,target_29768_shift0.pt
29768,1,content_29768_shift1.npy,style_29768_shift1.npy,target_29768_shift1.pt
29768,-1,content_29768_shift-1.npy,style_29768_shift-1.npy,target_29768_shift-1.pt
29773,0,content_29773_shift0.npy,style_29773_shift0.npy,target_29773_shift0.pt
29773,1,content_29773_shift1.npy,style_29773_shift1.npy,target_29773_shift1.pt
29773,-1,content_29773_shift-1.npy,style_29773_shift-1.npy,target_29773_shift-1.pt
29958,0,content_29958_shift0.npy,style_29958_shift0.npy,target_29958_shift0.pt
29958,1,content_29958_shift1.npy,style_29958_shift1.npy,target_29958_shift1.pt
29958,-1,content_29958_shift-1.npy,style_29958_shift-1.npy,target_29958_shift-1.pt
29992,0,content_29992_shift0.npy,style_29992_shift0.npy,target_29992_shift0.pt
29992,1,content_29992_shift1.npy,style_29992_shift1.npy,target_29992_shift1.pt
29992,-1,content_29992_shift-1.npy,style_29992_shift-1.npy,target_29992_shift-1.pt
30322,0,content_30322_shift0.npy,style_30322_shift0.npy,target_30322_shift0.pt
30322,1,content_30322_shift1.npy,style_30322_shift1.npy,target_30322_shift1.pt
30322,-1,content_30322_shift-1.npy,style_30322_shift-1.npy,target_30322_shift-1.pt
30364,0,content_30364_shift0.npy,style_30364_shift0.npy,target_30364_shift0.pt
30364,1,content_30364_shift1.npy,style_30364_shift1.npy,target_30364_shift1.pt
30364,-1,content_30364_shift-1.npy,style_30364_shift-1.npy,target_30364_shift-1.pt
30576,0,content_30576_shift0.npy,style_30576_shift0.npy,target_30576_shift0.pt
30576,1,content_30576_shift1.npy,style_30576_shift1.npy,target_30576_shift1.pt
30576,-1,content_30576_shift-1.npy,style_30576_shift-1.npy,target_30576_shift-1.pt
30690,0,content_30690_shift0.npy,style_30690_shift0.npy,target_30690_shift0.pt
30690,1,content_30690_shift1.npy,style_30690_shift1.npy,target_30690_shift1.pt
30690,-1,content_30690_shift-1.npy,style_30690_shift-1.npy,target_30690_shift-1.pt
30905,0,content_30905_shift0.npy,style_30905_shift0.npy,target_30905_shift0.pt
30905,1,content_30905_shift1.npy,style_30905_shift1.npy,target_30905_shift1.pt
30905,-1,content_30905_shift-1.npy,style_30905_shift-1.npy,target_30905_shift-1.pt
31360,0,content_31360_shift0.npy,style_31360_shift0.npy,target_31360_shift0.pt
31360,1,content_31360_shift1.npy,style_31360_shift1.npy,target_31360_shift1.pt
31360,-1,content_31360_shift-1.npy,style_31360_shift-1.npy,target_31360_shift-1.pt
31383,0,content_31383_shift0.npy,style_31383_shift0.npy,target_31383_shift0.pt
31383,1,content_31383_shift1.npy,style_31383_shift1.npy,target_31383_shift1.pt
31383,-1,content_31383_shift-1.npy,style_31383_shift-1.npy,target_31383_shift-1.pt
31423,0,content_31423_shift0.npy,style_31423_shift0.npy,target_31423_shift0.pt
31423,1,content_31423_shift1.npy,style_31423_shift1.npy,target_31423_shift1.pt
31423,-1,content_31423_shift-1.npy,style_31423_shift-1.npy,target_31423_shift-1.pt
31529,0,content_31529_shift0.npy,style_31529_shift0.npy,target_31529_shift0.pt
31529,1,content_31529_shift1.npy,style_31529_shift1.npy,target_31529_shift1.pt
31529,-1,content_31529_shift-1.npy,style_31529_shift-1.npy,target_31529_shift-1.pt
31597,0,content_31597_shift0.npy,style_31597_shift0.npy,target_31597_shift0.pt
31597,1,content_31597_shift1.npy,style_31597_shift1.npy,target_31597_shift1.pt
31597,-1,content_31597_shift-1.npy,style_31597_shift-1.npy,target_31597_shift-1.pt
31740,0,content_31740_shift0.npy,style_31740_shift0.npy,target_31740_shift0.pt
31740,1,content_31740_shift1.npy,style_31740_shift1.npy,target_31740_shift1.pt
31740,-1,content_31740_shift-1.npy,style_31740_shift-1.npy,target_31740_shift-1.pt
31938,0,content_31938_shift0.npy,style_31938_shift0.npy,target_31938_shift0.pt
31938,1,content_31938_shift1.npy,style_31938_shift1.npy,target_31938_shift1.pt
31938,-1,content_31938_shift-1.npy,style_31938_shift-1.npy,target_31938_shift-1.pt
32185,0,content_32185_shift0.npy,style_32185_shift0.npy,target_32185_shift0.pt
32185,1,content_32185_shift1.npy,style_32185_shift1.npy,target_32185_shift1.pt
32185,-1,content_32185_shift-1.npy,style_32185_shift-1.npy,target_32185_shift-1.pt
32223,0,content_32223_shift0.npy,style_32223_shift0.npy,target_32223_shift0.pt
32223,1,content_32223_shift1.npy,style_32223_shift1.npy,target_32223_shift1.pt
32223,-1,content_32223_shift-1.npy,style_32223_shift-1.npy,target_32223_shift-1.pt
32322,0,content_32322_shift0.npy,style_32322_shift0.npy,target_32322_shift0.pt
32322,1,content_32322_shift1.npy,style_32322_shift1.npy,target_32322_shift1.pt
32322,-1,content_32322_shift-1.npy,style_32322_shift-1.npy,target_32322_shift-1.pt
32445,0,content_32445_shift0.npy,style_32445_shift0.npy,target_32445_shift0.pt
32445,1,content_32445_shift1.npy,style_32445_shift1.npy,target_32445_shift1.pt
32445,-1,content_32445_shift-1.npy,style_32445_shift-1.npy,target_32445_shift-1.pt
32736,0,content_32736_shift0.npy,style_32736_shift0.npy,target_32736_shift0.pt
32736,1,content_32736_shift1.npy,style_32736_shift1.npy,target_32736_shift1.pt
32736,-1,content_32736_shift-1.npy,style_32736_shift-1.npy,target_32736_shift-1.pt
32808,0,content_32808_shift0.npy,style_32808_shift0.npy,target_32808_shift0.pt
32808,1,content_32808_shift1.npy,style_32808_shift1.npy,target_32808_shift1.pt
32808,-1,content_32808_shift-1.npy,style_32808_shift-1.npy,target_32808_shift-1.pt
32811,0,content_32811_shift0.npy,style_32811_shift0.npy,target_32811_shift0.pt
32811,1,content_32811_shift1.npy,style_32811_shift1.npy,target_32811_shift1.pt
32811,-1,content_32811_shift-1.npy,style_32811_shift-1.npy,target_32811_shift-1.pt
33017,0,content_33017_shift0.npy,style_33017_shift0.npy,target_33017_shift0.pt
33017,1,content_33017_shift1.npy,style_33017_shift1.npy,target_33017_shift1.pt
33017,-1,content_33017_shift-1.npy,style_33017_shift-1.npy,target_33017_shift-1.pt
33241,0,content_33241_shift0.npy,style_33241_shift0.npy,target_33241_shift0.pt
33241,1,content_33241_shift1.npy,style_33241_shift1.npy,target_33241_shift1.pt
33241,-1,content_33241_shift-1.npy,style_33241_shift-1.npy,target_33241_shift-1.pt
33815,0,content_33815_shift0.npy,style_33815_shift0.npy,target_33815_shift0.pt
33815,1,content_33815_shift1.npy,style_33815_shift1.npy,target_33815_shift1.pt
33815,-1,content_33815_shift-1.npy,style_33815_shift-1.npy,target_33815_shift-1.pt
34532,0,content_34532_shift0.npy,style_34532_shift0.npy,target_34532_shift0.pt
34532,1,content_34532_shift1.npy,style_34532_shift1.npy,target_34532_shift1.pt
34532,-1,content_34532_shift-1.npy,style_34532_shift-1.npy,target_34532_shift-1.pt
34693,0,content_34693_shift0.npy,style_34693_shift0.npy,target_34693_shift0.pt
34693,1,content_34693_shift1.npy,style_34693_shift1.npy,target_34693_shift1.pt
34693,-1,content_34693_shift-1.npy,style_34693_shift-1.npy,target_34693_shift-1.pt
34728,0,content_34728_shift0.npy,style_34728_shift0.npy,target_34728_shift0.pt
34728,1,content_34728_shift1.npy,style_34728_shift1.npy,target_34728_shift1.pt
34728,-1,content_34728_shift-1.npy,style_34728_shift-1.npy,target_34728_shift-1.pt
34773,0,content_34773_shift0.npy,style_34773_shift0.npy,target_34773_shift0.pt
34773,1,content_34773_shift1.npy,style_34773_shift1.npy,target_34773_shift1.pt
34773,-1,content_34773_shift-1.npy,style_34773_shift-1.npy,target_34773_shift-1.pt
34942,0,content_34942_shift0.npy,style_34942_shift0.npy,target_34942_shift0.pt
34942,1,content_34942_shift1.npy,style_34942_shift1.npy,target_34942_shift1.pt
34942,-1,content_34942_shift-1.npy,style_34942_shift-1.npy,target_34942_shift-1.pt
34982,0,content_34982_shift0.npy,style_34982_shift0.npy,target_34982_shift0.pt
34982,1,content_34982_shift1.npy,style_34982_shift1.npy,target_34982_shift1.pt
34982,-1,content_34982_shift-1.npy,style_34982_shift-1.npy,target_34982_shift-1.pt
35188,0,content_35188_shift0.npy,style_35188_shift0.npy,target_35188_shift0.pt
35188,1,content_35188_shift1.npy,style_35188_shift1.npy,target_35188_shift1.pt
35188,-1,content_35188_shift-1.npy,style_35188_shift-1.npy,target_35188_shift-1.pt
35206,0,content_35206_shift0.npy,style_35206_shift0.npy,target_35206_shift0.pt
35206,1,content_35206_shift1.npy,style_35206_shift1.npy,target_35206_shift1.pt
35206,-1,content_35206_shift-1.npy,style_35206_shift-1.npy,target_35206_shift-1.pt
35208,0,content_35208_shift0.npy,style_35208_shift0.npy,target_35208_shift0.pt
35208,1,content_35208_shift1.npy,style_35208_shift1.npy,target_35208_shift1.pt
35208,-1,content_35208_shift-1.npy,style_35208_shift-1.npy,target_35208_shift-1.pt
35263,0,content_35263_shift0.npy,style_35263_shift0.npy,target_35263_shift0.pt
35263,1,content_35263_shift1.npy,style_35263_shift1.npy,target_35263_shift1.pt
35263,-1,content_35263_shift-1.npy,style_35263_shift-1.npy,target_35263_shift-1.pt
35273,0,content_35273_shift0.npy,style_35273_shift0.npy,target_35273_shift0.pt
35273,1,content_35273_shift1.npy,style_35273_shift1.npy,target_35273_shift1.pt
35273,-1,content_35273_shift-1.npy,style_35273_shift-1.npy,target_35273_shift-1.pt
35453,0,content_35453_shift0.npy,style_35453_shift0.npy,target_35453_shift0.pt
35453,1,content_35453_shift1.npy,style_35453_shift1.npy,target_35453_shift1.pt
35453,-1,content_35453_shift-1.npy,style_35453_shift-1.npy,target_35453_shift-1.pt
35561,0,content_35561_shift0.npy,style_35561_shift0.npy,target_35561_shift0.pt
35561,1,content_35561_shift1.npy,style_35561_shift1.npy,target_35561_shift1.pt
35561,-1,content_35561_shift-1.npy,style_35561_shift-1.npy,target_35561_shift-1.pt
35581,0,content_35581_shift0.npy,style_35581_shift0.npy,target_35581_shift0.pt
35581,1,content_35581_shift1.npy,style_35581_shift1.npy,target_35581_shift1.pt
35581,-1,content_35581_shift-1.npy,style_35581_shift-1.npy,target_35581_shift-1.pt
35688,0,content_35688_shift0.npy,style_35688_shift0.npy,target_35688_shift0.pt
35688,1,content_35688_shift1.npy,style_35688_shift1.npy,target_35688_shift1.pt
35688,-1,content_35688_shift-1.npy,style_35688_shift-1.npy,target_35688_shift-1.pt
35691,0,content_35691_shift0.npy,style_35691_shift0.npy,target_35691_shift0.pt
35691,1,content_35691_shift1.npy,style_35691_shift1.npy,target_35691_shift1.pt
35691,-1,content_35691_shift-1.npy,style_35691_shift-1.npy,target_35691_shift-1.pt
35703,0,content_35703_shift0.npy,style_35703_shift0.npy,target_35703_shift0.pt
35703,1,content_35703_shift1.npy,style_35703_shift1.npy,target_35703_shift1.pt
35703,-1,content_35703_shift-1.npy,style_35703_shift-1.npy,target_35703_shift-1.pt
35705,0,content_35705_shift0.npy,style_35705_shift0.npy,target_35705_shift0.pt
35705,1,content_35705_shift1.npy,style_35705_shift1.npy,target_35705_shift1.pt
35705,-1,content_35705_shift-1.npy,style_35705_shift-1.npy,target_35705_shift-1.pt
35798,0,content_35798_shift0.npy,style_35798_shift0.npy,target_35798_shift0.pt
35798,1,content_35798_shift1.npy,style_35798_shift1.npy,target_35798_shift1.pt
35798,-1,content_35798_shift-1.npy,style_35798_shift-1.npy,target_35798_shift-1.pt
36008,0,content_36008_shift0.npy,style_36008_shift0.npy,target_36008_shift0.pt
36008,1,content_36008_shift1.npy,style_36008_shift1.npy,target_36008_shift1.pt
36008,-1,content_36008_shift-1.npy,style_36008_shift-1.npy,target_36008_shift-1.pt
36018,0,content_36018_shift0.npy,style_36018_shift0.npy,target_36018_shift0.pt
36018,1,content_36018_shift1.npy,style_36018_shift1.npy,target_36018_shift1.pt
36018,-1,content_36018_shift-1.npy,style_36018_shift-1.npy,target_36018_shift-1.pt
36064,0,content_36064_shift0.npy,style_36064_shift0.npy,target_36064_shift0.pt
36064,1,content_36064_shift1.npy,style_36064_shift1.npy,target_36064_shift1.pt
36064,-1,content_36064_shift-1.npy,style_36064_shift-1.npy,target_36064_shift-1.pt
36750,0,content_36750_shift0.npy,style_36750_shift0.npy,target_36750_shift0.pt
36750,1,content_36750_shift1.npy,style_36750_shift1.npy,target_36750_shift1.pt
36750,-1,content_36750_shift-1.npy,style_36750_shift-1.npy,target_36750_shift-1.pt
36910,0,content_36910_shift0.npy,style_36910_shift0.npy,target_36910_shift0.pt
36910,1,content_36910_shift1.npy,style_36910_shift1.npy,target_36910_shift1.pt
36910,-1,content_36910_shift-1.npy,style_36910_shift-1.npy,target_36910_shift-1.pt
36975,0,content_36975_shift0.npy,style_36975_shift0.npy,target_36975_shift0.pt
36975,1,content_36975_shift1.npy,style_36975_shift1.npy,target_36975_shift1.pt
36975,-1,content_36975_shift-1.npy,style_36975_shift-1.npy,target_36975_shift-1.pt
37029,0,content_37029_shift0.npy,style_37029_shift0.npy,target_37029_shift0.pt
37029,1,content_37029_shift1.npy,style_37029_shift1.npy,target_37029_shift1.pt
37029,-1,content_37029_shift-1.npy,style_37029_shift-1.npy,target_37029_shift-1.pt
37358,0,content_37358_shift0.npy,style_37358_shift0.npy,target_37358_shift0.pt
37358,1,content_37358_shift1.npy,style_37358_shift1.npy,target_37358_shift1.pt
37358,-1,content_37358_shift-1.npy,style_37358_shift-1.npy,target_37358_shift-1.pt
37516,0,content_37516_shift0.npy,style_37516_shift0.npy,target_37516_shift0.pt
37516,1,content_37516_shift1.npy,style_37516_shift1.npy,target_37516_shift1.pt
37516,-1,content_37516_shift-1.npy,style_37516_shift-1.npy,target_37516_shift-1.pt
38005,0,content_38005_shift0.npy,style_38005_shift0.npy,target_38005_shift0.pt
38005,1,content_38005_shift1.npy,style_38005_shift1.npy,target_38005_shift1.pt
38005,-1,content_38005_shift-1.npy,style_38005_shift-1.npy,target_38005_shift-1.pt
38014,0,content_38014_shift0.npy,style_38014_shift0.npy,target_38014_shift0.pt
38014,1,content_38014_shift1.npy,style_38014_shift1.npy,target_38014_shift1.pt
38014,-1,content_38014_shift-1.npy,style_38014_shift-1.npy,target_38014_shift-1.pt
38339,0,content_38339_shift0.npy,style_38339_shift0.npy,target_38339_shift0.pt
38339,1,content_38339_shift1.npy,style_38339_shift1.npy,target_38339_shift1.pt
38339,-1,content_38339_shift-1.npy,style_38339_shift-1.npy,target_38339_shift-1.pt
38391,0,content_38391_shift0.npy,style_38391_shift0.npy,target_38391_shift0.pt
38391,1,content_38391_shift1.npy,style_38391_shift1.npy,target_38391_shift1.pt
38391,-1,content_38391_shift-1.npy,style_38391_shift-1.npy,target_38391_shift-1.pt
38448,0,content_38448_shift0.npy,style_38448_shift0.npy,target_38448_shift0.pt
38448,1,content_38448_shift1.npy,style_38448_shift1.npy,target_38448_shift1.pt
38448,-1,content_38448_shift-1.npy,style_38448_shift-1.npy,target_38448_shift-1.pt
39031,0,content_39031_shift0.npy,style_39031_shift0.npy,target_39031_shift0.pt
39031,1,content_39031_shift1.npy,style_39031_shift1.npy,target_39031_shift1.pt
39031,-1,content_39031_shift-1.npy,style_39031_shift-1.npy,target_39031_shift-1.pt
39208,0,content_39208_shift0.npy,style_39208_shift0.npy,target_39208_shift0.pt
39208,1,content_39208_shift1.npy,style_39208_shift1.npy,target_39208_shift1.pt
39208,-1,content_39208_shift-1.npy,style_39208_shift-1.npy,target_39208_shift-1.pt
39441,0,content_39441_shift0.npy,style_39441_shift0.npy,target_39441_shift0.pt
39441,1,content_39441_shift1.npy,style_39441_shift1.npy,target_39441_shift1.pt
39441,-1,content_39441_shift-1.npy,style_39441_shift-1.npy,target_39441_shift-1.pt
39460,0,content_39460_shift0.npy,style_39460_shift0.npy,target_39460_shift0.pt
39460,1,content_39460_shift1.npy,style_39460_shift1.npy,target_39460_shift1.pt
39460,-1,content_39460_shift-1.npy,style_39460_shift-1.npy,target_39460_shift-1.pt
39525,0,content_39525_shift0.npy,style_39525_shift0.npy,target_39525_shift0.pt
39525,1,content_39525_shift1.npy,style_39525_shift1.npy,target_39525_shift1.pt
39525,-1,content_39525_shift-1.npy,style_39525_shift-1.npy,target_39525_shift-1.pt
39716,0,content_39716_shift0.npy,style_39716_shift0.npy,target_39716_shift0.pt
39716,1,content_39716_shift1.npy,style_39716_shift1.npy,target_39716_shift1.pt
39716,-1,content_39716_shift-1.npy,style_39716_shift-1.npy,target_39716_shift-1.pt
39861,0,content_39861_shift0.npy,style_39861_shift0.npy,target_39861_shift0.pt
39861,1,content_39861_shift1.npy,style_39861_shift1.npy,target_39861_shift1.pt
39861,-1,content_39861_shift-1.npy,style_39861_shift-1.npy,target_39861_shift-1.pt
40039,0,content_40039_shift0.npy,style_40039_shift0.npy,target_40039_shift0.pt
40039,1,content_40039_shift1.npy,style_40039_shift1.npy,target_40039_shift1.pt
40039,-1,content_40039_shift-1.npy,style_40039_shift-1.npy,target_40039_shift-1.pt
40225,0,content_40225_shift0.npy,style_40225_shift0.npy,target_40225_shift0.pt
40225,1,content_40225_shift1.npy,style_40225_shift1.npy,target_40225_shift1.pt
40225,-1,content_40225_shift-1.npy,style_40225_shift-1.npy,target_40225_shift-1.pt
40244,0,content_40244_shift0.npy,style_40244_shift0.npy,target_40244_shift0.pt
40244,1,content_40244_shift1.npy,style_40244_shift1.npy,target_40244_shift1.pt
40244,-1,content_40244_shift-1.npy,style_40244_shift-1.npy,target_40244_shift-1.pt
40282,0,content_40282_shift0.npy,style_40282_shift0.npy,target_40282_shift0.pt
40282,1,content_40282_shift1.npy,style_40282_shift1.npy,target_40282_shift1.pt
40282,-1,content_40282_shift-1.npy,style_40282_shift-1.npy,target_40282_shift-1.pt
40440,0,content_40440_shift0.npy,style_40440_shift0.npy,target_40440_shift0.pt
40440,1,content_40440_shift1.npy,style_40440_shift1.npy,target_40440_shift1.pt
40440,-1,content_40440_shift-1.npy,style_40440_shift-1.npy,target_40440_shift-1.pt
40499,0,content_40499_shift0.npy,style_40499_shift0.npy,target_40499_shift0.pt
40499,1,content_40499_shift1.npy,style_40499_shift1.npy,target_40499_shift1.pt
40499,-1,content_40499_shift-1.npy,style_40499_shift-1.npy,target_40499_shift-1.pt
40671,0,content_40671_shift0.npy,style_40671_shift0.npy,target_40671_shift0.pt
40671,1,content_40671_shift1.npy,style_40671_shift1.npy,target_40671_shift1.pt
40671,-1,content_40671_shift-1.npy,style_40671_shift-1.npy,target_40671_shift-1.pt
40876,0,content_40876_shift0.npy,style_40876_shift0.npy,target_40876_shift0.pt
40876,1,content_40876_shift1.npy,style_40876_shift1.npy,target_40876_shift1.pt
40876,-1,content_40876_shift-1.npy,style_40876_shift-1.npy,target_40876_shift-1.pt
40941,0,content_40941_shift0.npy,style_40941_shift0.npy,target_40941_shift0.pt
40941,1,content_40941_shift1.npy,style_40941_shift1.npy,target_40941_shift1.pt
40941,-1,content_40941_shift-1.npy,style_40941_shift-1.npy,target_40941_shift-1.pt
41174,0,content_41174_shift0.npy,style_41174_shift0.npy,target_41174_shift0.pt
41174,1,content_41174_shift1.npy,style_41174_shift1.npy,target_41174_shift1.pt
41174,-1,content_41174_shift-1.npy,style_41174_shift-1.npy,target_41174_shift-1.pt
41181,0,content_41181_shift0.npy,style_41181_shift0.npy,target_41181_shift0.pt
41181,1,content_41181_shift1.npy,style_41181_shift1.npy,target_41181_shift1.pt
41181,-1,content_41181_shift-1.npy,style_41181_shift-1.npy,target_41181_shift-1.pt
41189,0,content_41189_shift0.npy,style_41189_shift0.npy,target_41189_shift0.pt
41189,1,content_41189_shift1.npy,style_41189_shift1.npy,target_41189_shift1.pt
41189,-1,content_41189_shift-1.npy,style_41189_shift-1.npy,target_41189_shift-1.pt
41281,0,content_41281_shift0.npy,style_41281_shift0.npy,target_41281_shift0.pt
41281,1,content_41281_shift1.npy,style_41281_shift1.npy,target_41281_shift1.pt
41281,-1,content_41281_shift-1.npy,style_41281_shift-1.npy,target_41281_shift-1.pt
41442,0,content_41442_shift0.npy,style_41442_shift0.npy,target_41442_shift0.pt
41442,1,content_41442_shift1.npy,style_41442_shift1.npy,target_41442_shift1.pt
41442,-1,content_41442_shift-1.npy,style_41442_shift-1.npy,target_41442_shift-1.pt
41602,0,content_41602_shift0.npy,style_41602_shift0.npy,target_41602_shift0.pt
41602,1,content_41602_shift1.npy,style_41602_shift1.npy,target_41602_shift1.pt
41602,-1,content_41602_shift-1.npy,style_41602_shift-1.npy,target_41602_shift-1.pt
41754,0,content_41754_shift0.npy,style_41754_shift0.npy,target_41754_shift0.pt
41754,1,content_41754_shift1.npy,style_41754_shift1.npy,target_41754_shift1.pt
41754,-1,content_41754_shift-1.npy,style_41754_shift-1.npy,target_41754_shift-1.pt
41924,0,content_41924_shift0.npy,style_41924_shift0.npy,target_41924_shift0.pt
41924,1,content_41924_shift1.npy,style_41924_shift1.npy,target_41924_shift1.pt
41924,-1,content_41924_shift-1.npy,style_41924_shift-1.npy,target_41924_shift-1.pt
42031,0,content_42031_shift0.npy,style_42031_shift0.npy,target_42031_shift0.pt
42031,1,content_42031_shift1.npy,style_42031_shift1.npy,target_42031_shift1.pt
42031,-1,content_42031_shift-1.npy,style_42031_shift-1.npy,target_42031_shift-1.pt
42311,0,content_42311_shift0.npy,style_42311_shift0.npy,target_42311_shift0.pt
42311,1,content_42311_shift1.npy,style_42311_shift1.npy,target_42311_shift1.pt
42311,-1,content_42311_shift-1.npy,style_42311_shift-1.npy,target_42311_shift-1.pt
42521,0,content_42521_shift0.npy,style_42521_shift0.npy,target_42521_shift0.pt
42521,1,content_42521_shift1.npy,style_42521_shift1.npy,target_42521_shift1.pt
42521,-1,content_42521_shift-1.npy,style_42521_shift-1.npy,target_42521_shift-1.pt
42657,0,content_42657_shift0.npy,style_42657_shift0.npy,target_42657_shift0.pt
42657,1,content_42657_shift1.npy,style_42657_shift1.npy,target_42657_shift1.pt
42657,-1,content_42657_shift-1.npy,style_42657_shift-1.npy,target_42657_shift-1.pt
43071,0,content_43071_shift0.npy,style_43071_shift0.npy,target_43071_shift0.pt
43071,1,content_43071_shift1.npy,style_43071_shift1.npy,target_43071_shift1.pt
43071,-1,content_43071_shift-1.npy,style_43071_shift-1.npy,target_43071_shift-1.pt
43102,0,content_43102_shift0.npy,style_43102_shift0.npy,target_43102_shift0.pt
43102,1,content_43102_shift1.npy,style_43102_shift1.npy,target_43102_shift1.pt
43102,-1,content_43102_shift-1.npy,style_43102_shift-1.npy,target_43102_shift-1.pt
43118,0,content_43118_shift0.npy,style_43118_shift0.npy,target_43118_shift0.pt
43118,1,content_43118_shift1.npy,style_43118_shift1.npy,target_43118_shift1.pt
43118,-1,content_43118_shift-1.npy,style_43118_shift-1.npy,target_43118_shift-1.pt
43257,0,content_43257_shift0.npy,style_43257_shift0.npy,target_43257_shift0.pt
43257,1,content_43257_shift1.npy,style_43257_shift1.npy,target_43257_shift1.pt
43257,-1,content_43257_shift-1.npy,style_43257_shift-1.npy,target_43257_shift-1.pt
43380,0,content_43380_shift0.npy,style_43380_shift0.npy,target_43380_shift0.pt
43380,1,content_43380_shift1.npy,style_43380_shift1.npy,target_43380_shift1.pt
43380,-1,content_43380_shift-1.npy,style_43380_shift-1.npy,target_43380_shift-1.pt
43588,0,content_43588_shift0.npy,style_43588_shift0.npy,target_43588_shift0.pt
